pair_idx	answer_text	answer_text_idx	date	gender	match_id	opponent	player	question_text	question_text_idx	ranking	result	stage	tournament	tournament_type
4754_0	I don't know what's wrong. I think I played a really good match today. Was close. I think was a great battle. Well, at the end was really tough because I just start to feel some things in 43 on the third set on my ankle and on my adductor. Well, after that was really tough and he start to play better and better and he is the winner.	4754_0.a	2013-01-22	M	4754	David Ferrer	Nicolas Almagro	The leg obviously is giving you a fair bit of grief. What's wrong with it?	4754_0.q	11.0	0	Quarterfinals	AUSTRALIAN OPEN	Grand Slam
4754_1	Cramping?	4754_1.a	2013-01-22	M	4754	David Ferrer	Nicolas Almagro	So you tore something rather than cramped?	4754_1.q	11.0	0	Quarterfinals	AUSTRALIAN OPEN	Grand Slam
4754_2	I don't know really, but I need to check with my doctor right now after the press conference. But I think I don't feel a really good feeling.	4754_2.a	2013-01-22	M	4754	David Ferrer	Nicolas Almagro	You tore the adductor?	4754_2.q	11.0	0	Quarterfinals	AUSTRALIAN OPEN	Grand Slam
4754_3	Well, I think was tough because I couldn't serve really good because I was serving with all my body, with full power. After that, 43 in the third, I start to miss a lot of first serve. I think when you play second serve with David, was really tough to beat him. Well, I don't want to think about that because it's just 10 minutes I finish the match. Maybe I have time to think tomorrow or later. Not now.	4754_3.a	2013-01-22	M	4754	David Ferrer	Nicolas Almagro	Take us back to the three opportunities to serve for the match. How frustrating was that to have that chance and not get it done?	4754_3.q	11.0	0	Quarterfinals	AUSTRALIAN OPEN	Grand Slam
4754_4	I don't want to think about that. He is the No.4 of the world. He is the favorite. He beat me many times, but many matches were close.	4754_4.a	2013-01-22	M	4754	David Ferrer	Nicolas Almagro	The career record now against Ferrer, is that really starting to bother you?	4754_4.q	11.0	0	Quarterfinals	AUSTRALIAN OPEN	Grand Slam
4754_5	I don't know if it was or not. But I remember in Cincinnati few years ago I was set up and 65 returning for the match, and I had three or four match point. But today was a big opportunity for me. Well, I gonna work to be ready for the next.	4754_5.a	2013-01-22	M	4754	David Ferrer	Nicolas Almagro	Was this the closest today?	4754_5.q	11.0	0	Quarterfinals	AUSTRALIAN OPEN	Grand Slam
4754_6	When you don't feel really good you start to think many things, but...	4754_6.a	2013-01-22	M	4754	David Ferrer	Nicolas Almagro	You said you did the injury in the first set. Was it hard to get out of your head in the second and third sets?	4754_6.q	11.0	0	Quarterfinals	AUSTRALIAN OPEN	Grand Slam
4754_7	Well, I don't know if it's that moment, the most important moment of the match or not. I feel pain during all the end of the third set and fourth set. There was many, many chance. After that he return every point and was really tough to win a point. I'm disappointing with the tiebreak, but I need to work more to be ready to play with the top players.	4754_7.a	2013-01-22	M	4754	David Ferrer	Nicolas Almagro	Did you suffer a separate injury in the tiebreak?	4754_7.q	11.0	0	Quarterfinals	AUSTRALIAN OPEN	Grand Slam
4754_8	If you not 100% to play, I don't know if it's mentally or not. I think I tried to play my best tennis today. I say few days ago with my last press conference I will try to play aggressive, I will try to play my best tennis, and I think I did today. Is not enough to beat David. But we'll see what happen in the future. I am ready to work and we'll see. I don't know. I don't want think that it's a mentality problem. If I have mentality problem, I think I didn't win the first two sets.	4754_8.a	2013-01-22	M	4754	David Ferrer	Nicolas Almagro	Until 54 in the third set, your average speed on the first serve was 200 kilometer per hour. You were basically perfect with the service, forehand, backhand. What happened mentally next?	4754_8.q	11.0	0	Quarterfinals	AUSTRALIAN OPEN	Grand Slam
1300_0	Well, I played a good first set, actually.  I was well into the match and played very aggressive and I did a good job in the first. And yeah, then lost a little bit of the intensity, a little bit of the rhythm on my serve.  Then I was leading 5-2 and then she came back and didn't move her -- it wasn't good enough at that time to finish the match. And then when she came back at 5-All I understood it was time to push myself a little bit more.  And I know in the next round it's going to be a good match for me to push myself and really come to another level.	1300_0.a	2008-01-16	F	1300	nan	Justine Henin	Was that second set a wakeup call?	1300_0.q	1.0	1	2nd Round	AUSTRALIAN OPEN	Grand Slam
1300_1	Well, it's never really been a problem in the past.  I'm not a big fan of the first rounds in the Grand Slam, but you must win them.  Today I can complete the match a little bit earlier, and I didn't.  And, yeah, I just tried to stay focus on the main goals, important things, get ready for the next match.	1300_1.a	2008-01-16	F	1300	nan	Justine Henin	Is it always a problem, motivation a problem in your game?	1300_1.q	1.0	1	2nd Round	AUSTRALIAN OPEN	Grand Slam
1300_2	I didn't see what happened.  I heard that this morning, but I didn't see what happened.	1300_2.a	2008-01-16	F	1300	nan	Justine Henin	What do you make of the incident last night with the Capsicum spray and the police?	1300_2.q	1.0	1	2nd Round	AUSTRALIAN OPEN	Grand Slam
1300_3	Oh, not really, no.  No, not at all.	1300_3.a	2008-01-16	F	1300	nan	Justine Henin	So it doesn't dent your view of the tournament?	1300_3.q	1.0	1	2nd Round	AUSTRALIAN OPEN	Grand Slam
1300_4	Well, I didn't hear about that, but it's true that it's long.  It would be better for everyone if it could go faster, but I don't know the procedure and how it's working.  So I'm not an expert like to talk about that and to really give my opinion of -- I don't know how long it could take, and I think that, yeah, I don't have any real comment to do about that.	1300_4.a	2008-01-16	F	1300	nan	Justine Henin	Larry Scott talked the other day a little bit about provisional suspensions with doping, so between the first sample and the second sample, instead of waiting until the B sample comes back instead of announcing provisional suspensions earlier.  I'm wondering if you feel like the way the doping protocol is set it takes too long between when a player tests and they're notified?	1300_4.q	1.0	1	2nd Round	AUSTRALIAN OPEN	Grand Slam
1300_5	Yeah, it's long, but what can we say?  I don't know how it's working, so you better ask the authorities.  I'm not an expert on that.	1300_5.a	2008-01-16	F	1300	nan	Justine Henin	For instance, if Martina Hingis, she tested in July and she found out in September it came out.  It's a long time.	1300_5.q	1.0	1	2nd Round	AUSTRALIAN OPEN	Grand Slam
1300_6	I think as soon as you are tested positive you should be suspended at that time.	1300_6.a	2008-01-16	F	1300	nan	Justine Henin	Do you feel a player should be suspended before their side's been heard?	1300_6.q	1.0	1	2nd Round	AUSTRALIAN OPEN	Grand Slam
1300_7	Yeah, it's a Grand Slam that I really like, but all Grand Slams are important to me.  Maybe Wimbledon little bit more because it's the only one I never won, but I'd love to win every Grand Slam two times, so, hey, it means a lot to me. I hope I can have great results here and in the future, this year and in the next years, but Wimbledon remains the one that all the attention is going to be on myself because it's the only one I never won. And here, I really love being here and I think it's a great atmosphere, so I really, really like it a lot.	1300_7.a	2008-01-16	F	1300	nan	Justine Henin	We all know that Wimbledon is very important to you, but could you talk about the significance of this Slam for you, given the fact you were gone last year and the year before you had to retire?	1300_7.q	1.0	1	2nd Round	AUSTRALIAN OPEN	Grand Slam
1300_8	Nothing.	1300_8.a	2008-01-16	F	1300	nan	Justine Henin	How much did you watch last year, if any, of this tournament?	1300_8.q	1.0	1	2nd Round	AUSTRALIAN OPEN	Grand Slam
1300_9	No.  Maybe a few games of a men's match, but, no, nothing.  My mind was somewhere else.	1300_9.a	2008-01-16	F	1300	nan	Justine Henin	Nothing?	1300_9.q	1.0	1	2nd Round	AUSTRALIAN OPEN	Grand Slam
1300_10	Not really.  Maybe a year later, now that it's seems so far away from me, I can say I missed the tournament.  But I can tell you in January a year ago I really didn't miss my tennis at that time because there were more important issues in my life. So it's just a question of priorities and how you feel at that moment, so I didn't want to watch because tennis wasn't important anymore for me at the time.	1300_10.a	2008-01-16	F	1300	nan	Justine Henin	Was it deliberate?  Did you feel you would miss it too much if you watched?	1300_10.q	1.0	1	2nd Round	AUSTRALIAN OPEN	Grand Slam
2798_0	I just needed more support on this leg today. I had her come out and give me more support, and that helped.	2798_0.a	2010-04-03	F	2798	Kim Clijsters	Venus Williams	Saw you were playing with the bandages after the first game. The trainer came out. Seemed like new bandages. Is that a new injury on that leg?	2798_0.q	5.0	0	The Final	SONY ERICSSON OPEN	Premier
2798_1	I think the extra tape helped.	2798_1.a	2010-04-03	F	2798	Kim Clijsters	Venus Williams	Any affect on your play, the injury?	2798_1.q	5.0	0	The Final	SONY ERICSSON OPEN	Premier
2798_2	Yeah, you know, it just seemed like unfortunately I -- you know, sometimes when you hit a few bad shots it's not as easy to reel it in, and things start to go a little bit quicker. You know, every now and then it happens to the best of us. I think this happened to Kim in Australia, so I think she knows what it's like. Wasn't the best day, but that's, I guess, sport sometimes. Of course, I expect a lot from myself, but I'll be ready for my next competition.	2798_2.a	2010-04-03	F	2798	Kim Clijsters	Venus Williams	Have you ever had such a frustrating day when your strokes won't behave?	2798_2.q	5.0	0	The Final	SONY ERICSSON OPEN	Premier
2798_3	No, I think -- you know, I think it was more or less my groundstrokes. I mean, on my serve I go for it a lot, so that's kind of the norm. I mean, I did start missing more first serves in the second set, so that didn't help my cause.	2798_3.a	2010-04-03	F	2798	Kim Clijsters	Venus Williams	Were you having timing issues with the serve today?	2798_3.q	5.0	0	The Final	SONY ERICSSON OPEN	Premier
2798_4	I don't ever feel like it's not my day. I don't think that way.	2798_4.a	2010-04-03	F	2798	Kim Clijsters	Venus Williams	How were you in practice? Were you sensing it wasn't your day?	2798_4.q	5.0	0	The Final	SONY ERICSSON OPEN	Premier
2798_5	I mean, obviously just against a player like Kim, if you make too many errors, you know, the match can go quickly. I mean, I think she hit eight winners, so it wasn't -- she played extremely solid, but it's not like I was blown off the court. Unfortunately I was my own worst enemy today.	2798_5.a	2010-04-03	F	2798	Kim Clijsters	Venus Williams	So you felt good at the start of the match? When did you start not feeling right?	2798_5.q	5.0	0	The Final	SONY ERICSSON OPEN	Premier
2798_6	Should it be a concern of mine?	2798_6.a	2010-04-03	F	2798	Kim Clijsters	Venus Williams	Your power is a great asset. With the clay coming up there's a premium on consistency. Is that a concern with your groundstrokes at this stage?	2798_6.q	5.0	0	The Final	SONY ERICSSON OPEN	Premier
2798_7	I was just wondering what you thought.	2798_7.a	2010-04-03	F	2798	Kim Clijsters	Venus Williams	Well, that's up to you to answer. Depends how well you felt you were hitting it.	2798_7.q	5.0	0	The Final	SONY ERICSSON OPEN	Premier
2798_8	Overall, I believe in me and my game. So no matter what the surface, I'm ready to play.	2798_8.a	2010-04-03	F	2798	Kim Clijsters	Venus Williams	Well, overall.	2798_8.q	5.0	0	The Final	SONY ERICSSON OPEN	Premier
2798_9	No. I mean, it has to come from within for me. Just has to come from within.	2798_9.a	2010-04-03	F	2798	Kim Clijsters	Venus Williams	At one point did you consider like a T.O. talk to a coach, Serena, dad, anybody?	2798_9.q	5.0	0	The Final	SONY ERICSSON OPEN	Premier
